case_id,task,perturbation,perturbation_name,text,gold_route,predicted_route,gold_department,predicted_department,gold_risk,predicted_risk,gold_red_flags,predicted_red_flags,acceptable_doc_ids,evidence_doc_ids,evidence_citation_ids,evidence_departments,evidence_scores,abstained,followup_missing,latency_ms,error
EV0157,evidence_triage,4,P4 错别字与未登录改写,描述里可能有错别字：睡觉打鼾很重、，白天总是困倦，想做分诊。,evidence_triage,evidence_triage,呼吸内科,呼吸内科,中,中,,,resp-sleep-apnea-medlineplus | resp-sleep-apnea-nhlbi,resp-sleep-apnea-medlineplus | resp-sleep-apnea-nhlbi | resp-asthma-overview,resp-sleep-apnea-medlineplus#1 | resp-sleep-apnea-nhlbi#1 | resp-asthma-overview#1,呼吸内科 | 呼吸内科 | 呼吸内科,0.5765 | 0.5607 | 0.5405,False,,911.699,
EV0158,evidence_triage,4,P4 错别字与未登录改写,描述里可能有错别字：睡觉打鼾很重、，白天总是困倦，想做分诊。,evidence_triage,evidence_triage,呼吸内科,呼吸内科,中,中,,,resp-sleep-apnea-medlineplus | resp-sleep-apnea-nhlbi,resp-sleep-apnea-medlineplus | resp-sleep-apnea-nhlbi | resp-asthma-overview,resp-sleep-apnea-medlineplus#1 | resp-sleep-apnea-nhlbi#1 | resp-asthma-overview#1,呼吸内科 | 呼吸内科 | 呼吸内科,0.5765 | 0.5607 | 0.5405,False,,712.671,
EV0159,evidence_triage,4,P4 错别字与未登录改写,描述里可能有错别字：感冒后一直干咳、，讲话多时更明显，想做分诊。,evidence_triage,evidence_triage,呼吸内科,呼吸内科,中,中,,,resp-cough-nhs | resp-bronchitis-medlineplus | resp-bronchitis-nhs,resp-cough-nhs | resp-copd-overview | resp-bronchitis-medlineplus,resp-cough-nhs#0 | resp-copd-overview#0 | resp-bronchitis-medlineplus#1,呼吸内科 | 呼吸内科 | 呼吸内科,0.5748 | 0.5657 | 0.5613,False,,507.505,
EV0160,evidence_triage,4,P4 错别字与未登录改写,描述里可能有错别字：感冒后一直干咳、，讲话多时更明显，想做分诊。,evidence_triage,evidence_triage,呼吸内科,呼吸内科,中,中,,,resp-cough-nhs | resp-bronchitis-medlineplus | resp-bronchitis-nhs,resp-cough-nhs | resp-copd-overview | resp-bronchitis-medlineplus,resp-cough-nhs#0 | resp-copd-overview#0 | resp-bronchitis-medlineplus#1,呼吸内科 | 呼吸内科 | 呼吸内科,0.5748 | 0.5657 | 0.5613,False,,252.59,
EV0161,evidence_triage,0,P0 规范表达,吃油腻食物后右上腹疼并伴恶心，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-gallstones-medlineplus | gast-gallstones-niddk,gast-peptic-ulcer-medlineplus | gast-gallstones-niddk | gast-pancreatitis-medlineplus,gast-peptic-ulcer-medlineplus#0 | gast-gallstones-niddk#0 | gast-pancreatitis-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.5673 | 0.5452 | 0.5289,False,,835.586,
EV0162,evidence_triage,0,P0 规范表达,主要情况是吃油腻食物后右上腹疼并伴恶心，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-gallstones-medlineplus | gast-gallstones-niddk,gast-peptic-ulcer-medlineplus | gast-gallstones-niddk | gast-gallstones-medlineplus,gast-peptic-ulcer-medlineplus#0 | gast-gallstones-niddk#0 | gast-gallstones-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.6019 | 0.5795 | 0.5762,False,,866.458,
EV0163,evidence_triage,0,P0 规范表达,突然腹泻和呕吐，肚子一阵阵绞痛，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-viral-gastroenteritis-niddk | gast-diarrhea-warning-signs,gast-pancreatitis-medlineplus | gast-constipation-niddk | gast-pancreatitis-niddk,gast-pancreatitis-medlineplus#1 | gast-constipation-niddk#1 | gast-pancreatitis-niddk#1,消化内科 | 消化内科 | 消化内科,0.5867 | 0.5825 | 0.5749,False,,669.032,
EV0164,evidence_triage,0,P0 规范表达,主要情况是突然腹泻和呕吐，肚子一阵阵绞痛，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-viral-gastroenteritis-niddk | gast-diarrhea-warning-signs,gast-constipation-niddk | gast-reflux-symptoms | gast-pancreatitis-niddk,gast-constipation-niddk#1 | gast-reflux-symptoms#2 | gast-pancreatitis-niddk#1,消化内科 | 消化内科 | 消化内科,0.6356 | 0.6278 | 0.623,False,,469.015,
EV0165,evidence_triage,0,P0 规范表达,吃含面食的食物后腹胀腹泻，体重下降，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-celiac-medlineplus | gast-celiac-niddk,gast-celiac-medlineplus | gast-constipation-niddk | gast-reflux-symptoms,gast-celiac-medlineplus#0 | gast-constipation-niddk#1 | gast-reflux-symptoms#2,消化内科 | 消化内科 | 消化内科,0.5721 | 0.566 | 0.5628,False,,839.316,
EV0166,evidence_triage,0,P0 规范表达,主要情况是吃含面食的食物后腹胀腹泻，体重下降，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-celiac-medlineplus | gast-celiac-niddk,gast-celiac-niddk | gast-lactose-intolerance-niddk | gast-celiac-medlineplus,gast-celiac-niddk#0 | gast-lactose-intolerance-niddk#0 | gast-celiac-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.6219 | 0.6174 | 0.6062,False,,817.564,
EV0167,evidence_triage,0,P0 规范表达,上腹部有灼烧感，空腹时更明显，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-peptic-ulcer-medlineplus,gast-reflux-symptoms | gast-pancreatitis-medlineplus | gast-peptic-ulcer-medlineplus,gast-reflux-symptoms#0 | gast-pancreatitis-medlineplus#0 | gast-peptic-ulcer-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.5694 | 0.5553 | 0.545,False,,624.315,
EV0168,evidence_triage,0,P0 规范表达,主要情况是上腹部有灼烧感，空腹时更明显，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-peptic-ulcer-medlineplus,gast-reflux-symptoms | gast-pancreatitis-medlineplus | gast-pancreatitis-niddk,gast-reflux-symptoms#0 | gast-pancreatitis-medlineplus#0 | gast-pancreatitis-niddk#0,消化内科 | 消化内科 | 消化内科,0.602 | 0.5925 | 0.5908,False,,431.401,
EV0169,evidence_triage,0,P0 规范表达,餐后反酸烧心，平躺时更明显，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-reflux-symptoms,gast-reflux-symptoms | gast-food-safety-who | gast-pancreatitis-medlineplus,gast-reflux-symptoms#0 | gast-food-safety-who#2 | gast-pancreatitis-medlineplus#1,消化内科 | 消化内科 | 消化内科,0.7115 | 0.5129 | 0.5104,False,,852.471,
EV0170,evidence_triage,0,P0 规范表达,主要情况是餐后反酸烧心，平躺时更明显，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-reflux-symptoms,gast-reflux-symptoms | gast-reflux-symptoms | gast-hepatitis-medlineplus,gast-reflux-symptoms#0 | gast-reflux-symptoms#1 | gast-hepatitis-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.7285 | 0.5529 | 0.5405,False,,885.603,
EV0171,evidence_triage,0,P0 规范表达,腹部反复不适，排便后会有所缓解，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-ibs-medlineplus | gast-ibs-niddk,gast-reflux-symptoms | gast-ibs-niddk | gast-hemorrhoids-niddk,gast-reflux-symptoms#1 | gast-ibs-niddk#0 | gast-hemorrhoids-niddk#1,消化内科 | 消化内科 | 消化内科,0.578 | 0.576 | 0.571,False,,684.03,
EV0172,evidence_triage,0,P0 规范表达,主要情况是腹部反复不适，排便后会有所缓解，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-ibs-medlineplus | gast-ibs-niddk,gast-reflux-symptoms | gast-ibs-niddk | gast-lactose-intolerance-niddk,gast-reflux-symptoms#1 | gast-ibs-niddk#0 | gast-lactose-intolerance-niddk#1,消化内科 | 消化内科 | 消化内科,0.6745 | 0.6565 | 0.6349,False,,495.345,
EV0173,evidence_triage,0,P0 规范表达,喝牛奶后腹胀、排气多并容易腹泻，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-lactose-intolerance-niddk,gast-lactose-intolerance-niddk | gast-diarrhea-warning-signs | gast-celiac-medlineplus,gast-lactose-intolerance-niddk#0 | gast-diarrhea-warning-signs#0 | gast-celiac-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.61 | 0.5649 | 0.5438,False,,877.842,
EV0174,evidence_triage,0,P0 规范表达,主要情况是喝牛奶后腹胀、排气多并容易腹泻，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-lactose-intolerance-niddk,gast-lactose-intolerance-niddk | gast-celiac-niddk | gast-celiac-medlineplus,gast-lactose-intolerance-niddk#0 | gast-celiac-niddk#0 | gast-celiac-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.6743 | 0.6231 | 0.5926,False,,646.76,
EV0175,evidence_triage,0,P0 规范表达,排便次数减少，大便干硬且费力，已经持续三天。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-constipation-medlineplus | gast-viral-gastroenteritis-niddk,gast-constipation-niddk#0 | gast-constipation-medlineplus#0 | gast-viral-gastroenteritis-niddk#1,消化内科 | 消化内科 | 消化内科,0.654 | 0.587 | 0.5583,False,,492.308,
EV0176,evidence_triage,0,P0 规范表达,主要情况是排便次数减少，大便干硬且费力，程度中等。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-constipation-medlineplus | gast-diarrhea-warning-signs,gast-constipation-niddk#0 | gast-constipation-medlineplus#0 | gast-diarrhea-warning-signs#1,消化内科 | 消化内科 | 消化内科,0.7178 | 0.6572 | 0.6171,False,,270.86,
EV0177,evidence_triage,1,P1 口语与同义表达,这阵子老是吃含面食的食物后腹胀腹泻，体重下降，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-celiac-medlineplus | gast-celiac-niddk,gast-constipation-medlineplus | gast-constipation-niddk | gast-reflux-symptoms,gast-constipation-medlineplus#1 | gast-constipation-niddk#1 | gast-reflux-symptoms#2,消化内科 | 消化内科 | 消化内科,0.5712 | 0.571 | 0.5582,False,,847.908,
EV0178,evidence_triage,1,P1 口语与同义表达,我说得口语一点：吃含面食的食物后腹胀腹泻，体重下降，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-celiac-medlineplus | gast-celiac-niddk,gast-lactose-intolerance-niddk | gast-celiac-medlineplus | gast-celiac-niddk,gast-lactose-intolerance-niddk#0 | gast-celiac-medlineplus#0 | gast-celiac-niddk#0,消化内科 | 消化内科 | 消化内科,0.5714 | 0.5619 | 0.5571,False,,867.228,
EV0179,evidence_triage,1,P1 口语与同义表达,这阵子老是吃油腻食物后右上腹疼并伴恶心，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-gallstones-medlineplus | gast-gallstones-niddk,gast-peptic-ulcer-medlineplus | gast-crohns-niddk | gast-diverticular-niddk,gast-peptic-ulcer-medlineplus#0 | gast-crohns-niddk#1 | gast-diverticular-niddk#1,消化内科 | 消化内科 | 消化内科,0.5337 | 0.528 | 0.5247,False,,674.092,
EV0180,evidence_triage,1,P1 口语与同义表达,我说得口语一点：吃油腻食物后右上腹疼并伴恶心，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-gallstones-medlineplus | gast-gallstones-niddk,gast-peptic-ulcer-medlineplus | gast-gallstones-medlineplus | gast-gallstones-niddk,gast-peptic-ulcer-medlineplus#0 | gast-gallstones-medlineplus#0 | gast-gallstones-niddk#0,消化内科 | 消化内科 | 消化内科,0.5786 | 0.5258 | 0.5227,False,,467.958,
EV0181,evidence_triage,1,P1 口语与同义表达,这阵子老是突然腹泻和呕吐，肚子一阵阵绞痛，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-viral-gastroenteritis-niddk | gast-diarrhea-warning-signs,gast-pancreatitis-niddk | gast-constipation-niddk | gast-pancreatitis-medlineplus,gast-pancreatitis-niddk#1 | gast-constipation-niddk#1 | gast-pancreatitis-medlineplus#1,消化内科 | 消化内科 | 消化内科,0.583 | 0.5822 | 0.5796,False,,902.461,
EV0182,evidence_triage,1,P1 口语与同义表达,我说得口语一点：突然腹泻和呕吐，肚子一阵阵绞痛，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-viral-gastroenteritis-niddk | gast-diarrhea-warning-signs,gast-constipation-niddk | gast-diarrhea-warning-signs | gast-pancreatitis-medlineplus,gast-constipation-niddk#1 | gast-diarrhea-warning-signs#0 | gast-pancreatitis-medlineplus#1,消化内科 | 消化内科 | 消化内科,0.5789 | 0.5736 | 0.5711,False,,910.175,
EV0183,evidence_triage,1,P1 口语与同义表达,这阵子老是餐后反酸烧心，平躺时更明显，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-reflux-symptoms,gast-reflux-symptoms | gast-pancreatitis-niddk | gast-ulcerative-colitis-niddk,gast-reflux-symptoms#0 | gast-pancreatitis-niddk#1 | gast-ulcerative-colitis-niddk#1,消化内科 | 消化内科 | 消化内科,0.672 | 0.5312 | 0.5245,False,,698.721,
EV0184,evidence_triage,1,P1 口语与同义表达,我说得口语一点：餐后反酸烧心，平躺时更明显，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-reflux-symptoms,gast-reflux-symptoms | gast-reflux-symptoms | gast-nafld-niddk,gast-reflux-symptoms#0 | gast-reflux-symptoms#1 | gast-nafld-niddk#1,消化内科 | 消化内科 | 消化内科,0.7187 | 0.5355 | 0.5196,False,,490.584,
EV0185,evidence_triage,1,P1 口语与同义表达,这阵子老是腹部反复不适，排便后会有所缓解，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-ibs-medlineplus | gast-ibs-niddk,gast-hemorrhoids-niddk | gast-constipation-medlineplus | gast-pancreatitis-niddk,gast-hemorrhoids-niddk#1 | gast-constipation-medlineplus#1 | gast-pancreatitis-niddk#1,消化内科 | 消化内科 | 消化内科,0.5747 | 0.5666 | 0.5609,False,,877.02,
EV0186,evidence_triage,1,P1 口语与同义表达,我说得口语一点：腹部反复不适，排便后会有所缓解，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-ibs-medlineplus | gast-ibs-niddk,gast-reflux-symptoms | gast-ibs-niddk | gast-lactose-intolerance-niddk,gast-reflux-symptoms#1 | gast-ibs-niddk#0 | gast-lactose-intolerance-niddk#1,消化内科 | 消化内科 | 消化内科,0.6131 | 0.6007 | 0.5728,False,,846.358,
EV0187,evidence_triage,1,P1 口语与同义表达,这阵子老是喝牛奶后腹胀、排气多并容易腹泻，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-lactose-intolerance-niddk,gast-lactose-intolerance-niddk | gast-constipation-niddk | gast-diarrhea-warning-signs,gast-lactose-intolerance-niddk#0 | gast-constipation-niddk#1 | gast-diarrhea-warning-signs#0,消化内科 | 消化内科 | 消化内科,0.5495 | 0.534 | 0.514,False,,639.937,
EV0188,evidence_triage,1,P1 口语与同义表达,我说得口语一点：喝牛奶后腹胀、排气多并容易腹泻，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-lactose-intolerance-niddk,gast-lactose-intolerance-niddk | gast-diarrhea-warning-signs | gast-celiac-niddk,gast-lactose-intolerance-niddk#0 | gast-diarrhea-warning-signs#0 | gast-celiac-niddk#0,消化内科 | 消化内科 | 消化内科,0.6113 | 0.5488 | 0.5395,False,,435.961,
EV0189,evidence_triage,1,P1 口语与同义表达,这阵子老是上腹部有灼烧感，空腹时更明显，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-peptic-ulcer-medlineplus,gast-reflux-symptoms | gast-ulcerative-colitis-medlineplus | gast-nafld-niddk,gast-reflux-symptoms#0 | gast-ulcerative-colitis-medlineplus#1 | gast-nafld-niddk#1,消化内科 | 消化内科 | 消化内科,0.5567 | 0.5546 | 0.5545,False,,852.712,
EV0190,evidence_triage,1,P1 口语与同义表达,我说得口语一点：上腹部有灼烧感，空腹时更明显，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-peptic-ulcer-medlineplus,gast-peptic-ulcer-medlineplus | gast-reflux-symptoms | gast-pancreatitis-medlineplus,gast-peptic-ulcer-medlineplus#0 | gast-reflux-symptoms#0 | gast-pancreatitis-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.5824 | 0.5672 | 0.5514,False,,656.269,
EV0191,evidence_triage,1,P1 口语与同义表达,这阵子老是排便次数减少，大便干硬且费力，想知道该挂哪个科。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-viral-gastroenteritis-niddk | gast-hemorrhoids-niddk,gast-constipation-niddk#0 | gast-viral-gastroenteritis-niddk#1 | gast-hemorrhoids-niddk#1,消化内科 | 消化内科 | 消化内科,0.5911 | 0.5598 | 0.5493,False,,481.858,
EV0192,evidence_triage,1,P1 口语与同义表达,我说得口语一点：排便次数减少，大便干硬且费力，最近挺困扰。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-constipation-medlineplus | gast-diarrhea-warning-signs,gast-constipation-niddk#0 | gast-constipation-medlineplus#0 | gast-diarrhea-warning-signs#1,消化内科 | 消化内科 | 消化内科,0.6483 | 0.6004 | 0.5536,False,,267.391,
EV0193,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是突然腹泻和呕吐，肚子一阵阵绞痛。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-viral-gastroenteritis-niddk | gast-diarrhea-warning-signs,gast-constipation-niddk | gast-pancreatitis-medlineplus | gast-pancreatitis-niddk,gast-constipation-niddk#1 | gast-pancreatitis-medlineplus#1 | gast-pancreatitis-niddk#1,消化内科 | 消化内科 | 消化内科,0.5797 | 0.5728 | 0.5675,False,,1078.472,
EV0194,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是突然腹泻和呕吐，肚子一阵阵绞痛。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-viral-gastroenteritis-niddk | gast-diarrhea-warning-signs,gast-constipation-niddk | gast-diarrhea-warning-signs | gast-pancreatitis-niddk,gast-constipation-niddk#1 | gast-diarrhea-warning-signs#0 | gast-pancreatitis-niddk#1,消化内科 | 消化内科 | 消化内科,0.5964 | 0.5902 | 0.5745,False,,638.042,
EV0195,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是喝牛奶后腹胀、排气多并容易腹泻。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-lactose-intolerance-niddk,gast-lactose-intolerance-niddk | gast-diarrhea-warning-signs | gast-reflux-symptoms,gast-lactose-intolerance-niddk#0 | gast-diarrhea-warning-signs#0 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.602 | 0.5469 | 0.536,False,,657.619,
EV0196,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是喝牛奶后腹胀、排气多并容易腹泻。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-lactose-intolerance-niddk,gast-lactose-intolerance-niddk | gast-diarrhea-warning-signs | gast-reflux-symptoms,gast-lactose-intolerance-niddk#0 | gast-diarrhea-warning-signs#0 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.6376 | 0.5933 | 0.5792,False,,450.767,
EV0197,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是排便次数减少，大便干硬且费力。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-constipation-medlineplus | gast-ibs-niddk,gast-constipation-niddk#0 | gast-constipation-medlineplus#0 | gast-ibs-niddk#1,消化内科 | 消化内科 | 消化内科,0.6399 | 0.5811 | 0.5543,False,,900.323,
EV0198,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是排便次数减少，大便干硬且费力。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-ibs-niddk | gast-constipation-medlineplus,gast-constipation-niddk#0 | gast-ibs-niddk#1 | gast-constipation-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.6572 | 0.6106 | 0.6072,False,,889.631,
EV0199,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是餐后反酸烧心，平躺时更明显。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-reflux-symptoms,gast-reflux-symptoms | gast-ibs-niddk | gast-reflux-symptoms,gast-reflux-symptoms#0 | gast-ibs-niddk#1 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.7088 | 0.5224 | 0.5085,False,,658.892,
EV0200,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是餐后反酸烧心，平躺时更明显。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-reflux-symptoms,gast-reflux-symptoms | gast-ibs-niddk | gast-reflux-symptoms,gast-reflux-symptoms#0 | gast-ibs-niddk#1 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.6971 | 0.5716 | 0.5617,False,,444.244,
EV0201,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是腹部反复不适，排便后会有所缓解。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-ibs-medlineplus | gast-ibs-niddk,gast-reflux-symptoms | gast-ibs-niddk | gast-hemorrhoids-niddk,gast-reflux-symptoms#1 | gast-ibs-niddk#0 | gast-hemorrhoids-niddk#1,消化内科 | 消化内科 | 消化内科,0.6159 | 0.5821 | 0.572,False,,864.195,
EV0202,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是腹部反复不适，排便后会有所缓解。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-ibs-medlineplus | gast-ibs-niddk,gast-reflux-symptoms | gast-lactose-intolerance-niddk | gast-ibs-niddk,gast-reflux-symptoms#1 | gast-lactose-intolerance-niddk#1 | gast-ibs-niddk#0,消化内科 | 消化内科 | 消化内科,0.6619 | 0.6304 | 0.6145,False,,858.638,
EV0203,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是上腹部有灼烧感，空腹时更明显。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-peptic-ulcer-medlineplus,gast-reflux-symptoms | gast-peptic-ulcer-medlineplus | gast-nafld-niddk,gast-reflux-symptoms#0 | gast-peptic-ulcer-medlineplus#0 | gast-nafld-niddk#1,消化内科 | 消化内科 | 消化内科,0.596 | 0.5537 | 0.5268,False,,645.033,
EV0204,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是上腹部有灼烧感，空腹时更明显。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-peptic-ulcer-medlineplus,gast-reflux-symptoms | gast-reflux-symptoms | gast-ibs-niddk,gast-reflux-symptoms#0 | gast-reflux-symptoms#1 | gast-ibs-niddk#1,消化内科 | 消化内科 | 消化内科,0.6081 | 0.5713 | 0.5694,False,,441.496,
EV0205,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是吃油腻食物后右上腹疼并伴恶心。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-gallstones-medlineplus | gast-gallstones-niddk,gast-peptic-ulcer-medlineplus | gast-reflux-symptoms | gast-gallstones-medlineplus,gast-peptic-ulcer-medlineplus#0 | gast-reflux-symptoms#0 | gast-gallstones-medlineplus#0,消化内科 | 消化内科 | 消化内科,0.5775 | 0.5275 | 0.5232,False,,839.928,
EV0206,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是吃油腻食物后右上腹疼并伴恶心。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-gallstones-medlineplus | gast-gallstones-niddk,gast-peptic-ulcer-medlineplus | gast-gallstones-niddk | gast-ibs-niddk,gast-peptic-ulcer-medlineplus#0 | gast-gallstones-niddk#0 | gast-ibs-niddk#0,消化内科 | 消化内科 | 消化内科,0.5706 | 0.5453 | 0.5387,False,,657.656,
EV0207,evidence_triage,2,P2 组合与背景干扰,最近工作忙、睡眠少，但主要不适是吃含面食的食物后腹胀腹泻，体重下降。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-celiac-medlineplus | gast-celiac-niddk,gast-celiac-medlineplus | gast-constipation-niddk | gast-lactose-intolerance-niddk,gast-celiac-medlineplus#0 | gast-constipation-niddk#1 | gast-lactose-intolerance-niddk#0,消化内科 | 消化内科 | 消化内科,0.5541 | 0.5518 | 0.5433,False,,493.204,
EV0208,evidence_triage,2,P2 组合与背景干扰,这段时间饮食和作息不规律，但主要不适是吃含面食的食物后腹胀腹泻，体重下降。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-celiac-medlineplus | gast-celiac-niddk,gast-constipation-niddk | gast-diarrhea-warning-signs | gast-reflux-symptoms,gast-constipation-niddk#1 | gast-diarrhea-warning-signs#0 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.5968 | 0.5967 | 0.5864,False,,277.457,
EV0209,evidence_triage,3,P3 否定与跨症状干扰,主要是排便次数减少，大便干硬且费力；另外偶尔胃口不好，但前面的表现更明显。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-constipation-medlineplus | gast-reflux-symptoms,gast-constipation-niddk#0 | gast-constipation-medlineplus#0 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.6917 | 0.6613 | 0.6346,False,,857.704,
EV0210,evidence_triage,3,P3 否定与跨症状干扰,主要是排便次数减少，大便干硬且费力；同时有一点鼻塞，但前面的表现更明显。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-constipation-medlineplus | gast-constipation-niddk,gast-constipation-niddk | gast-constipation-medlineplus | gast-reflux-symptoms,gast-constipation-niddk#0 | gast-constipation-medlineplus#0 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.6991 | 0.6721 | 0.6223,False,,865.584,
EV0211,evidence_triage,3,P3 否定与跨症状干扰,主要是喝牛奶后腹胀、排气多并容易腹泻；另外偶尔胃口不好，但前面的表现更明显。,evidence_triage,evidence_triage,消化内科,消化内科,中,中,,,gast-lactose-intolerance-niddk,gast-lactose-intolerance-niddk | gast-celiac-niddk | gast-reflux-symptoms,gast-lactose-intolerance-niddk#0 | gast-celiac-niddk#0 | gast-reflux-symptoms#1,消化内科 | 消化内科 | 消化内科,0.6456 | 0.6025 | 0.5935,False,,653.081,
